SAMPLE_ID,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH_m,DIVISION,DISTRICT,THANA,UNION,MOUZA,As_ugL,Al_mgL,B__mgL,Ba_mgL,Ca_mgL,Co_mgL,Cr_mgL,Cu_mgL,Fe_mgL,K__mgL,Li_mgL,Mg_mgL,Mn_mgL,Na_mgL,P__mgL,Si_mgL,SO4_mgL,Sr_mgL,V__mgL,Zn_mgL
S98_03319,23.772,89.194,1989,STW,42,Khulna,Kushtia,Kumarkhali,Chandpur,Mohannagar,0.7,0.04,0.03,0.148,91.6,0.008,0.02,0.008,3.91,2.2,0.004,27.3,0.099,22.1,2.5,18.7,0.2,0.352,0.006,0.008
S98_03320,24.011,88.877,1983,STW,39,Khulna,Kushtia,Daulatpur (Ku),Daulatpur,Daulatpur,135,0.04,0.02,0.203,108,0.008,0.02,0.008,2.29,3.6,0.004,23.3,0.871,11.1,0.2,14.1,0.2,0.33,0.006,1.7
S98_03321,24.096,88.924,1994,Tara,31,Khulna,Kushtia,Daulatpur (Ku),Maricha,Koldiar,665,0.04,0.06,0.292,154,0.008,0.02,0.008,6.45,7.9,0.004,53.5,0.371,27.2,0.7,11.6,0.2,0.757,0.006,0.019
S98_03322,24.015,88.944,1997,Tara,42,Khulna,Kushtia,Daulatpur (Ku),Pearpur,Madia,0.5,0.04,0.03,0.211,102,0.008,0.02,0.008,2.35,1.6,0.008,27.1,0.494,20.6,0.3,19.8,0.2,0.352,0.006,0.052
S98_03323,24.05,88.766,1975,STW,35,Khulna,Kushtia,Daulatpur (Ku),Ramkrishnapur,Mhishkunda,0.5,0.08,0.03,0.176,111,0.008,0.02,0.008,4.1,2,0.005,32.2,0.382,11,0.5,14.7,11.7,0.391,0.006,0.008
S98_03324,24.046,88.836,1994,Tara,44,Khulna,Kushtia,Daulatpur (Ku),Mathurapur,Majdia,0.5,0.04,0.02,0.067,128,0.008,0.02,0.008,0.032,0.9,0.011,38.1,0.774,51.5,0.2,19.6,3,0.439,0.008,0.008
S98_03325,23.952,88.881,1996,STW,34,Khulna,Kushtia,Daulatpur (Ku),Aria,Baraganjadia,0.5,0.04,0.03,0.193,132,0.008,0.02,0.008,3.88,4.7,0.004,27.2,0.903,31.7,0.2,13.2,22.3,0.367,0.006,0.008
S98_03326,23.982,88.838,1996,Tara,40,Khulna,Kushtia,Daulatpur (Ku),Boalia,Shehala,0.5,0.04,0.03,0.213,143,0.008,0.02,0.008,5.13,2.2,0.003,34.2,1.5,35.1,0.3,16.7,0.2,0.358,0.006,0.008
S98_03327,22.715,90.352,1987,DTW,292,Barisal,Barisal,Barisal Sadar,Kashipur,Kashipur,42.8,0.04,0.25,0.014,5,0.008,0.02,0.008,0.067,1.5,0.005,2.57,0.02,154,0.3,11.2,0.2,0.063,0.006,0.008
S98_03328,22.736,90.381,1987,STW,22,Barisal,Barisal,Barisal Sadar,Char baria,Char baria,0.5,0.04,0.16,0.054,60.2,0.042,0.02,0.008,2.3,7.1,0.003,30.8,0.589,52.2,1.2,13.6,0.2,0.28,0.006,0.008
S98_03329,22.739,90.379,1991,DTW,322,Barisal,Barisal,Barisal Sadar,Char baria,Char baria,0.5,0.04,0.24,0.02,5.42,0.008,0.02,0.008,0.114,1.5,0.005,2.72,0.028,178,0.3,11.3,0.2,0.0576,0.006,0.008
S98_03330,22.696,90.377,1995,STW,27,Barisal,Barisal,Barisal Sadar,Paurashava,Mazidbari,385,0.04,0.1,0.178,151,0.008,0.02,0.008,10.9,6.6,0.003,35.4,0.321,35.1,2.5,20.7,0.2,0.52,0.006,0.008
S98_03331,22.696,90.373,1996,DTW,315,Barisal,Barisal,Barisal Sadar,Mazidbari,Mazidbari,2.8,0.04,0.2,0.018,7.77,0.008,0.02,0.008,0.091,2.1,0.005,4.08,0.028,157,0.3,11.5,0.2,0.0928,0.006,0.011
S98_03332,22.702,90.357,1996,DTW,331,Barisal,Barisal,Barisal Sadar,Paurashava W06,Bagura,54,0.04,0.28,0.01,4.43,0.008,0.02,0.008,0.073,1.5,0.004,2.53,0.016,166,0.4,11.4,0.2,0.0588,0.006,0.008
S98_03333,22.893,90.506,1974,STW,14,Barisal,Barisal,Hizla,Barjalia,Khunna,41.5,0.04,0.03,0.077,78.8,0.008,0.02,0.008,0.59,2.4,0.004,15.8,0.664,15.4,0.5,14.5,8.1,0.227,0.006,0.008
S98_03334,22.884,90.568,1965,STW,15,Barisal,Barisal,Hizla,Dhulkhola,Palpara,0.8,0.04,0.12,0.052,16.3,0.008,0.02,0.008,0.268,3,0.005,9.5,0.042,98.8,0.4,15.6,0.2,0.165,0.006,0.29
S98_03335,23.546,89.163,1990,HTW,45,Khulna,Jhenaidah,Jhenaidah Sadar,Pourasava,Beparipara,24.3,0.04,0.02,0.175,90.7,0.008,0.02,0.008,9.4,2.8,0.004,18.5,0.49,9.8,0.4,16,0.2,0.196,0.006,1.15
S98_03336,23.664,89.132,1997,STW,30,Khulna,Jhenaidah,Jhenaidah Sadar,Kumrabaria,Rautail,11.9,0.04,0.02,0.109,88.7,0.008,0.02,0.008,1.41,2.1,0.003,17.8,0.399,7.4,0.2,15.8,1.1,0.196,0.006,0.021
S98_03337,23.765,89.302,1985,STW,43,Khulna,Kushtia,Khoksa,Janipur,Ishwardi,0.5,0.04,0.03,0.077,113,0.008,0.02,0.008,0.06,1.5,0.01,34.8,0.566,40.4,0.2,20.7,0.2,0.493,0.006,0.008
S98_03338,23.84,89.32,,STW,38,Khulna,Kushtia,Khoksa,Samaspur,Uttar shyampur,0.5,0.04,0.02,0.058,106,0.008,0.02,0.008,0.048,2.7,0.004,42.6,1.1,42.1,0.2,21.9,0.2,0.464,0.006,0.008
S98_03339,23.869,89.346,1986,STW,38,Khulna,Kushtia,Khoksa,Samaspur,Uthali,0.5,0.04,0.01,0.045,78.6,0.008,0.02,0.008,0.243,1.1,0.004,26.6,1.31,68.1,0.4,19.6,0.2,0.295,0.006,0.008
S98_03340,23.807,89.285,1982,DTW,98,Khulna,Kushtia,Khoksa,Khoksa,Khoksa,2.2,0.04,0.02,0.091,122,0.008,0.02,0.008,0.462,3,0.01,40.3,0.677,42.3,0.3,20.3,0.2,0.548,0.006,0.019
S98_03341,23.807,89.285,1990,Tara,37,Khulna,Kushtia,Khoksa,Khoksa,Khoksa,0.5,0.04,0.03,0.083,126,0.008,0.02,0.008,0.017,1.4,0.003,42.4,1.1,39.6,0.3,20,0.2,0.464,0.006,0.008
S98_03342,24.058,88.992,1989,STW,49,Khulna,Kushtia,Bheramara,Mokarampur,Mokarampur,1660,0.04,0.04,0.192,149,0.008,0.02,0.008,0.188,2.8,0.003,46.1,1.22,23,0.2,18.5,0.2,0.654,0.006,0.008
S98_03343,24.102,88.985,1978,STW,35,Khulna,Kushtia,Bheramara,Mokarimpur,Golapnagar,212,0.04,0.02,0.239,148,0.008,0.02,0.008,5.44,4.6,0.003,34.3,1.18,13.6,0.7,15,16.3,0.513,0.006,0.012
S98_03344,24.102,88.985,1997,DTW,97,Khulna,Kushtia,Bheramara,Mokarimpur,Golapnagar,9.9,0.01,0.03,0.052,119,0.003,0.002,0.008,1.02,3.4,0.005,26.6,0.377,12.5,0.1,22.6,4.2,0.328,0.002,0.026
S98_03345,24.01,88.931,1997,Tara,41,Khulna,Kushtia,Bheramara,Juniadaha,Fazliapur,75.7,0.01,0.03,0.634,117,0.003,0.002,0.008,6.81,3,0.016,32.4,0.487,35,1.1,25.3,0.2,0.447,0.002,0.018
S98_03346,24.07,88.96,1997,STW,45,Khulna,Kushtia,Bheramara,Junidaha,Jikriparankhali,52.7,0.04,0.03,0.354,144,0.008,0.02,0.014,6.72,3.8,0.004,43,0.234,31,0.6,18.6,16,0.468,0.006,0.03
S98_03347,24.024,88.959,1990,STW,36,Khulna,Kushtia,Bheramara,Dharampur,Satbaria,98.4,0.01,0.03,0.099,111,0.003,0.002,0.008,2.62,1.7,0.008,26.5,0.944,31.1,0.2,22.8,0.2,0.482,0.002,0.008
S98_03348,23.816,88.981,1994,Tara,42,Khulna,Kushtia,Mirpur (K),Ambaria,Halsa,0.5,0.04,0.02,0.058,104,0.008,0.02,0.008,0.018,1.5,0.005,28,0.496,28.1,0.2,19.7,0.9,0.332,0.006,0.009
S98_03349,23.863,88.975,1972,STW,41,Khulna,Kushtia,Mirpur (K),Chhatian,Chhatian,32.8,0.04,0.03,0.223,92.3,0.008,0.02,0.008,4.62,1.5,0.003,19.3,0.157,17.3,0.3,19.7,0.2,0.22,0.006,0.008
S98_03350,23.891,89.064,1996,STW,36,Khulna,Kushtia,Mirpur (K),Poradaha,Ahmedpur,63.6,0.04,0.02,0.078,71.4,0.008,0.02,0.008,3.43,2.4,0.003,13.3,0.182,18.9,0.6,13.3,0.2,0.187,0.006,0.008
S98_03351,23.008,89.584,1994,STW,66,Khulna,Narail,Kalia,Benda,Bishnupur,0.5,0.04,0.16,0.09,96,0.008,0.02,0.008,0.058,1.3,0.004,39.2,1.44,463,0.4,17.2,0.2,0.564,0.006,0.008
S98_03352,23.044,89.603,1993,STW,51,Khulna,Narail,Kalia,Babra hachla,Baraipara,255,0.04,0.04,0.375,96,0.008,0.02,0.008,15.4,5.1,0.005,27.9,0.082,11.5,1.7,24.8,0.4,0.42,0.006,0.008
S98_03353,23.118,88.93,1982,STW,40,Khulna,Jessore,Sharsha,Lakshmanpur,Badepukuria,30.7,0.04,0.02,0.137,75.2,0.008,0.02,0.008,2.37,2.6,0.003,15.9,0.1,8.6,0.5,14.2,0.2,0.161,0.006,0.008
S98_03354,23.056,88.953,1998,DTW,199,Khulna,Jessore,Sharsha,Sarsa,Sarsa,21.7,0.04,0.15,0.039,115,0.008,0.02,0.008,0.922,4.4,0.005,36.3,0.166,50,0.3,19.6,0.2,0.548,0.006,0.008
S98_03355,23.056,88.953,1984,STW,39,Khulna,Jessore,Sharsha,Sarsa,Sarsa,7.8,0.04,0.03,0.055,48.5,0.008,0.02,0.008,0.744,2.1,0.003,9.28,0.089,9.6,0.5,11.7,0.2,0.0872,0.006,0.008
S98_03356,23.044,88.901,1982,STW,44,Khulna,Jessore,Sharsha,Benapole,Benapole,1.4,0.04,0.07,0.364,195,0.008,0.02,0.008,5.13,21.7,0.004,70.4,0.663,88.9,0.2,12.1,94.6,0.33,0.006,0.008
S98_03357,23.011,88.9,1978,STW,41,Khulna,Jessore,Sharsha,Putkhali,Sikri,38.4,0.04,0.04,0.277,97.1,0.008,0.02,0.008,3.96,10.4,0.003,26.2,0.17,18.4,0.9,16.3,0.2,0.291,0.006,0.008
S98_03358,22.945,88.936,1980,STW,39,Khulna,Jessore,Sharsha,Kayba,Baikala,57.3,0.04,0.04,0.253,96,0.008,0.02,0.008,3.85,10.5,0.003,20.1,0.088,18.4,0.7,19.7,0.2,0.267,0.006,0.008
S98_03359,23.015,88.964,1977,STW,44,Khulna,Jessore,Sharsha,Ulashi,Dhaldaha,15.7,0.04,0.05,0.23,117,0.008,0.02,0.008,3.58,2.7,0.004,25.4,0.08,47.4,0.4,17,7.9,0.231,0.006,0.01
S98_03360,22.855,89.19,1993,STW,26,Khulna,Jessore,Keshabpur,Bidyanandakati,Burihati,40.4,0.04,0.03,0.157,103,0.008,0.02,0.008,5.25,1.7,0.003,20,0.137,25.2,0.2,14.8,12,0.236,0.006,0.008
S98_03361,22.826,89.161,1978,STW,51,Khulna,Jessore,Keshabpur,Sagardari,Sagardari,308,0.04,0.06,0.21,84.8,0.008,0.02,0.008,4.15,5.9,0.005,32.3,0.074,15.6,1.2,21.3,0.2,0.424,0.006,0.008
S98_03362,22.907,89.168,1983,STW,39,Khulna,Jessore,Keshabpur,Trimohini,Janpur,93.2,0.04,0.03,0.16,90.2,0.008,0.02,0.008,4.98,3.2,0.003,24.2,0.099,14.2,1.4,17.7,0.2,0.318,0.006,0.008
S98_03363,22.891,89.267,1997,STW,39,Khulna,Jessore,Keshabpur,Magalkot,Magurkhali,170,0.04,0.18,0.382,129,0.008,0.02,0.008,3.93,9,0.006,55.7,0.068,212,2,20.2,0.2,0.62,0.006,0.008
S98_03364,22.912,89.324,1997,DTW,203,Khulna,Jessore,Keshabpur,Sufalakati,Kalicharanpur,0.5,0.04,0.09,0.081,54,0.008,0.02,0.008,0.276,4.4,0.009,14.9,0.163,78.7,0.2,20.1,0.2,0.183,0.006,0.009
S98_03365,22.912,89.324,1993,STW,50,Khulna,Jessore,Keshabpur,Sufalakati,Kalicharanpur,0.5,0.04,0.07,0.047,64.6,0.008,0.02,0.008,0.027,0.8,0.005,22.8,0.395,124,0.2,17.8,0.2,0.308,0.006,0.008
S98_03366,22.872,89.317,1960,STW,49,Khulna,Jessore,Keshabpur,Gaurighona,Bherchi,2.3,0.06,0.06,0.053,27.3,0.008,0.02,0.008,0.059,0.7,0.003,10,0.817,178,0.5,15.5,0.4,0.165,0.006,0.008
S98_03367,23.262,89.178,1993,STW,34,Khulna,Jessore,Jessore Sadar,Haibatpur,Uttar lalitadaha,172,0.04,0.03,0.142,111,0.008,0.02,0.008,3.66,3.8,0.003,27,0.302,11.4,0.7,17.2,0.2,0.334,0.006,0.008
S98_03368,23.222,89.149,1996,STW,49,Khulna,Jessore,Jessore Sadar,Churamankati,Bagdanga,90.3,0.05,0.03,0.233,90.6,0.008,0.02,0.008,3.67,9.3,0.005,33.1,0.574,11.8,0.8,15.7,0.2,0.324,0.006,0.008
S98_03369,23.17,89.138,1990,STW,25,Khulna,Jessore,Jessore Sadar,Diara,Alamnagar,132,0.04,0.03,0.15,119,0.008,0.02,0.008,4.68,5.6,0.003,27.7,0.892,17.5,1.1,15.9,0.2,0.378,0.006,0.008
S98_03370,23.127,89.18,1987,Tara,49,Khulna,Jessore,Jessore Sadar,Chanchra,Maidia,0.5,0.04,0.05,0.074,98.9,0.008,0.02,0.008,0.048,1.1,0.005,41.3,0.955,51,0.3,20.1,0.2,0.458,0.01,0.013
S98_03371,23.178,89.195,1985,DTW,148,Khulna,Jessore,Jessore Sadar,Paurashava w02,Puratan kasba,10.5,0.04,0.02,0.07,78.3,0.008,0.02,0.008,0.353,2.5,0.014,21.2,0.174,14.2,0.2,23.1,0.2,0.233,0.006,0.008
S98_03372,23.179,89.197,1993,STW,49,Khulna,Jessore,Jessore Sadar,Paurashava w02,Puratan kasba,0.5,0.04,0.03,0.026,56.8,0.008,0.02,0.008,0.036,0.9,0.004,22.7,0.199,45.6,0.3,18.4,0.2,0.272,0.008,0.008
S98_03373,23.15,89.209,1979,STW,49,Khulna,Jessore,Jessore Sadar,Paurashava w04,Nazir shankarpur,0.5,0.04,0.03,0.039,96.6,0.008,0.02,0.008,0.04,1.1,0.004,33.2,0.276,40.2,0.3,19.3,0.2,0.317,0.007,0.008
S98_03374,23.162,89.209,1995,STW,50,Khulna,Jessore,Jessore Sadar,Paurashava w03,P. off. para,0.5,0.04,0.03,0.048,101,0.008,0.02,0.008,0.083,1.2,0.003,35.7,0.772,40.2,0.2,21.2,0.2,0.364,0.007,0.017
S98_03375,23.601,88.775,1985,DTW,92,Khulna,Chuadanga,Damurhuda,Damurhuda,Dasami,64.6,0.04,0.03,0.222,103,0.008,0.02,0.008,1.09,2.8,0.004,23,0.177,14.5,0.2,16,0.4,0.296,0.006,0.008
S98_03376,23.544,88.758,1997,STW,38,Khulna,Chuadanga,Damurhuda,Kuralgachhi,Khorda Piratappu,130,0.04,0.03,0.356,147,0.008,0.02,0.008,6.57,3.8,0.003,40.4,0.276,21.9,0.8,17.4,5.2,0.549,0.006,0.008
S98_03377,23.498,88.749,1980,STW,45,Khulna,Chuadanga,Damurhuda,Darsana,Chhota Baldia,119,0.04,0.03,0.246,95.1,0.008,0.02,0.008,4.08,3.3,0.004,25.2,0.208,14.1,0.6,16.8,0.2,0.345,0.006,0.008
S98_03378,23.617,88.658,1979,STW,40,Khulna,Chuadanga,Damurhuda,Kapasdanga,Harirampur,120,0.04,0.03,0.178,125,0.008,0.02,0.008,1.07,3.2,0.004,27.4,0.356,16.4,0.2,16.2,12.9,0.372,0.006,0.008
S98_03379,23.599,88.728,1995,STW,30,Khulna,Chuadanga,Damurhuda,Damurhuda,Muktarpur,33.5,0.04,0.02,0.121,100,0.008,0.02,0.008,1.48,3.9,0.003,21.8,0.529,14,0.2,13.2,2.7,0.241,0.006,0.008
S98_03380,23.693,88.799,1993,STW,45,Khulna,Chuadanga,Damurhuda,Juranpur,Ramnagar,497,0.04,0.03,0.157,109,0.008,0.02,0.008,4.23,4.9,0.004,25.1,0.162,16.3,0.2,14.7,0.2,0.381,0.006,0.008
S98_03381,23.654,88.713,1991,STW,37,Khulna,Chuadanga,Damurhuda,Natipota,Natipota,24,0.04,0.03,0.169,79.7,0.008,0.02,0.008,1.81,19.7,0.003,18.8,0.43,11.1,0.3,11.4,0.2,0.19,0.006,0.008
S98_03382,23.579,88.947,1990,Tara,42,Khulna,Chuadanga,Chuadanga Sadar,Kutubpur,Boalia,0.5,0.04,0.02,0.048,88,0.008,0.02,0.008,0.025,1.5,0.003,20.6,1.34,19,0.2,19.8,0.2,0.312,0.007,0.013
S98_03383,23.618,88.92,1991,STW,39,Khulna,Chuadanga,Chuadanga Sadar,Mominpur,Subdi,47.5,0.04,0.02,0.142,87.7,0.008,0.02,0.008,1.96,3.8,0.003,15.3,0.6,10,0.6,14.1,9.4,0.233,0.006,0.01
S98_03384,23.67,88.82,1984,STW,43,Khulna,Chuadanga,Chuadanga Sadar,Alokdia,Alokdia,0.9,0.04,0.03,0.112,91.7,0.008,0.02,0.008,0.12,3.8,0.003,20,0.384,24.6,0.2,13.6,15.3,0.229,0.006,0.01
S98_03385,23.644,88.844,1982,DTW,115,Khulna,Chuadanga,Chuadanga Sadar,Paurashava w01,Hajerpara,70.4,0.04,0.02,0.065,95.3,0.008,0.02,0.008,0.747,3.6,0.007,20.2,0.666,13.7,0.5,19,0.2,0.29,0.006,0.009
S98_03386,23.644,88.844,1988,STW,30,Khulna,Chuadanga,Chuadanga Sadar,Paurashava w01,Majerpara,45.3,0.04,0.02,0.07,98.1,0.008,0.02,0.008,2.37,3.9,0.005,20,0.388,11.9,0.2,20.8,0.2,0.281,0.006,1.15
S98_03387,23.816,88.748,1997,STW,20,Khulna,Meherpur,Gangni,Shaharbati,Shaharbati,12.8,0.04,0.03,0.135,100,0.008,0.02,0.008,0.102,4,0.004,26.3,0.248,16,0.2,13.1,5.3,0.234,0.006,0.126
S98_03388,23.816,88.748,1983,DTW,105,Khulna,Meherpur,Gangni,Shaharbati,Shaharbati,13.2,0.04,0.01,0.084,96.1,0.008,0.02,0.008,0.007,3.9,0.006,18.5,0.01,10,0.2,17.1,5.4,0.192,0.006,0.449
S98_03389,23.824,88.811,1995,STW,44,Khulna,Meherpur,Gangni,Gangni,Gangni,0.5,0.01,0.02,0.054,90.1,0.003,0.002,0.008,0.044,1.4,0.003,29.4,2.35,24.5,0.2,21.1,4.2,0.475,0.005,0.019
S98_03390,23.91,88.855,1997,STW,39,Khulna,Meherpur,Gangni,Matmura,Hogalbaria,38.2,0.01,0.02,0.209,123,0.003,0.002,0.008,2.7,4.6,0.003,28.2,0.615,22,0.1,16.1,25.3,0.335,0.002,0.024
S98_03391,23.898,88.734,1970,STW,33,Khulna,Meherpur,Gangni,Tentulbaria,Tentulbaria,62.5,0.01,0.02,0.145,83.2,0.003,0.002,0.008,3,3.5,0.003,13.5,0.576,8.18,0.4,16.7,0.2,0.179,0.002,0.01
S98_03392,23.851,88.654,1979,STW,39,Khulna,Meherpur,Gangni,Kathuli,Garabaria,58.4,0.04,0.02,0.188,109,0.008,0.02,0.008,3.44,2.3,0.003,25.3,0.654,16.3,0.3,15.1,0.9,0.315,0.006,0.008
S98_03393,23.364,89.193,1994,Tara,51,Khulna,Jhenaidah,Kaliganj (J),Maliat,Bethuli,29.4,0.04,0.03,0.176,97.5,0.008,0.02,0.008,3.13,2.2,0.003,19.8,0.363,20.2,0.7,17.5,0.2,0.229,0.006,0.011
S98_03394,23.363,89.157,1985,STW,50,Khulna,Jhenaidah,Kaliganj (J),Raigram,Dayapur,0.5,0.04,0.02,0.051,95.9,0.008,0.02,0.008,0.074,1.9,0.004,35.9,0.458,20,0.2,21,1.1,0.352,0.006,0.008
S98_03395,23.295,89.159,1983,STW,51,Khulna,Jhenaidah,Kaliganj (J),Borabazar,Bodedihi,90.9,0.04,0.03,0.148,115,0.008,0.02,0.008,4.9,3.2,0.005,26.9,0.886,38.2,1.3,16.1,3.2,0.354,0.006,0.008
S98_03396,23.336,89.084,1983,STW,54,Khulna,Jhenaidah,Kaliganj (J),Rakhalgachhi,Rakhalgachhi,0.5,0.04,0.02,0.054,89.5,0.008,0.02,0.008,0.039,1.8,0.003,34,0.839,23.2,0.3,21.8,0.6,0.359,0.006,0.008
S98_03397,23.395,89.08,1985,STW,55,Khulna,Jhenaidah,Kaliganj (J),Trilochan,Ghighati,0.5,0.04,0.02,0.039,111,0.008,0.02,0.008,0.03,1.3,0.003,22.8,0.783,18.1,0.2,20,0.4,0.409,0.006,0.008
S98_03398,23.406,89.131,1996,STW,55,Khulna,Jhenaidah,Kaliganj (J),Pourasava,Arpara,15.4,0.04,0.02,0.196,109,0.008,0.02,0.008,4.28,3.2,0.003,24,0.157,11.8,0.5,16.7,0.2,0.252,0.006,0.008
S98_03399,23.406,89.131,1995,DTW,134,Khulna,Jhenaidah,Kaliganj (J),Pourasava,Arpara,7.4,0.04,0.02,0.096,114,0.008,0.02,0.008,1.07,2.8,0.004,25.4,0.53,13.9,0.2,20.2,1,0.267,0.006,0.247
S98_03400,23.551,89.015,1993,STW,44,Khulna,Jhenaidah,Jhenaidah Sadar,Sadhuhati,Sadhuhati,0.5,0.04,0.02,0.044,77.8,0.008,0.02,0.008,0.01,1.3,0.003,29.2,1.2,19.2,0.2,21.6,0.2,0.371,0.006,0.008
S98_03401,23.505,89.046,1996,STW,49,Khulna,Jhenaidah,Jhenaidah Sadar,Madhuhati,Mirzapur,34.6,0.04,0.02,0.106,87.5,0.008,0.02,0.008,4.39,1,0.003,26.6,0.346,13.6,0.5,16.8,0.2,0.217,0.006,0.009
S98_03402,23.566,89.048,1979,STW,49,Khulna,Jhenaidah,Jhenaidah Sadar,Sagenna,Baidanga,30.4,0.04,0.02,0.148,91.8,0.008,0.02,0.008,5.31,3.1,0.003,25,0.144,13.9,0.3,16.7,0.2,0.176,0.006,0.008
S98_03403,23.543,89.074,1997,STW,30,Khulna,Jhenaidah,Jhenaidah Sadar,Halidhani,Ramchandrapur,27.6,0.04,0.02,0.142,77.4,0.008,0.02,0.008,3.89,1.8,0.003,19.1,0.122,16.9,0.6,17.4,0.2,0.153,0.006,0.008
S98_03404,23.044,89.679,1996,STW,49,Khulna,Narail,Lohagara (N),Itna,Itna,248,0.04,0.09,0.283,99.4,0.008,0.02,0.008,1.9,6.2,0.003,44,0.084,141,1.9,14.4,0.2,0.502,0.006,0.014
S98_03405,23.239,89.62,1992,STW,58,Khulna,Narail,Lohagara (N),Joypur,Barba,0.5,0.04,0.03,0.05,65.6,0.008,0.02,0.008,0.077,1.1,0.004,30.7,1.11,139,0.4,18.9,6.6,0.336,0.006,0.008
S98_03406,23.258,89.591,1993,STW,61,Khulna,Narail,Lohagara (N),Lahuria,Sarsuna,37.2,0.04,0.09,0.602,60.4,0.008,0.02,0.008,5.93,4.9,0.018,31.2,0.349,142,1.2,20.1,0.2,0.352,0.006,0.01
S98_03407,23.21,89.594,1990,STW,53,Khulna,Narail,Lohagara (N),Noagram,Kalagachhi,0.5,0.04,0.02,0.072,78.7,0.008,0.02,0.008,0.072,1.2,0.006,33.4,1.17,344,0.4,17.5,0.2,0.47,0.006,0.008
S98_03408,23.181,89.645,1979,STW,60,Khulna,Narail,Lohagara (N),Lakhsmipasha,Lakhsmipasha,149,0.04,0.04,0.254,116,0.008,0.02,0.008,3.34,3.3,0.003,35.7,0.107,24.2,1.6,21.1,0.2,0.45,0.006,0.008
S98_03409,23.267,89.021,1983,STW,45,Khulna,Jessore,Chaugachha,Chaugachha,Chaugachha,59,0.04,0.02,0.216,107,0.008,0.02,0.008,3.03,5.4,0.003,24.5,0.501,22,0.7,15.4,13.5,0.306,0.006,0.008
S98_03410,23.3,88.99,1993,STW,44,Khulna,Jessore,Chaugachha,Narayanpur,Bundatitala,23.2,0.04,0.01,0.113,87.5,0.008,0.02,0.008,1.72,3.3,0.003,16.7,0.255,8.9,0.3,13.9,0.3,0.202,0.006,0.008
S98_03411,23.274,88.992,1992,STW,48,Khulna,Jessore,Chaugachha,Kharingha,Kharingha,52.6,0.04,0.02,0.182,106,0.008,0.02,0.008,2.47,4.2,0.003,22,0.48,18.9,0.3,15.3,0.2,0.248,0.006,0.013
S98_03412,23.324,89.031,1978,STW,51,Khulna,Jessore,Chaugachha,Hakimpur,Arazi sultanpur,39.9,0.04,0.02,0.124,91,0.008,0.02,0.008,1.17,3.5,0.003,15.2,0.408,7.8,0.5,14.9,0.2,0.237,0.006,0.008
S98_03413,23.3,89.068,1997,Tara,42,Khulna,Jessore,Chaugachha,Jagadishpur,Jagadishpur,27.8,0.04,0.02,0.12,81.5,0.008,0.02,0.008,0.757,3.8,0.003,12.3,0.486,5.7,0.3,14.9,0.2,0.179,0.006,0.017
S98_03414,23.221,89.048,1991,STW,54,Khulna,Jessore,Chaugachha,Singhajhuli,Jahangirpur,86.7,0.04,0.03,0.3,132,0.008,0.02,0.008,5.93,2.7,0.003,35.3,0.124,29.5,0.9,20.8,0.2,0.395,0.006,0.008
S98_03415,23.248,89.061,1972,STW,40,Khulna,Jessore,Chaugachha,Singhajhuli,Singhajhuli,68.6,0.04,0.03,0.339,128,0.008,0.02,0.008,4.62,2.6,0.003,35,0.095,23.6,1,20.9,0.2,0.361,0.006,0.008
S98_03416,23.24,89.097,1993,Tara,47,Khulna,Jessore,Chaugachha,Phulsara,Atra,0.5,0.04,0.04,0.05,80.4,0.008,0.02,0.008,0.153,1.2,0.003,22.1,2.6,16.9,0.3,23.5,0.2,0.279,0.006,0.045
S98_03417,22.925,89.354,1997,DTW,173,Khulna,Jessore,Manirampur,Manoharpur,Kapalia,0.5,0.04,0.07,0.116,54.6,0.008,0.02,0.008,0.046,3.4,0.005,20.1,0.097,64.5,0.2,18.1,0.2,0.294,0.006,0.008
S98_03418,22.924,89.354,1994,STW,33,Khulna,Jessore,Manirampur,Manoharpur,Kapalia,30.1,0.04,0.27,0.631,139,0.008,0.02,0.008,7.89,11.2,0.008,90.9,0.153,598,5.4,30.3,1.3,0.882,0.006,0.008
S98_03419,23.001,89.311,1994,STW,57,Khulna,Jessore,Manirampur,Kultia,Padmanathpur,71.9,0.05,0.08,0.967,234,0.008,0.02,0.008,10.5,8.9,0.003,88.8,0.098,246,0.7,15.2,0.2,0.975,0.006,0.013
S98_03420,23.066,89.285,1985,STW,43,Khulna,Jessore,Manirampur,Haridashkati,Bhomardaha,178,0.04,0.07,0.275,106,0.008,0.02,0.008,5.43,6.8,0.003,42.2,0.069,114,1.7,19.4,0.2,0.493,0.006,0.021
S98_03421,23.066,89.23,1977,STW,53,Khulna,Jessore,Manirampur,Manirampur,Jalshara,96.8,0.04,0.03,0.241,85.6,0.008,0.02,0.008,4.57,4.5,0.003,24.3,0.078,16.3,1.1,20.2,0.2,0.331,0.006,0.008
S98_03422,23.018,89.139,1996,STW,34,Khulna,Jessore,Manirampur,Khedapara,Dhigirpar,224,0.04,0.05,0.227,99.9,0.008,0.02,0.008,5.2,6.1,0.004,41.6,0.09,22.1,1.2,21.7,0.2,0.459,0.006,0.008
