C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Pb
C-320612,12283,NV,40.8927,-114.2333,08/26/08,Shrubland,Shrubland,100-120,13.9
C-321015,12303,NV,40.9817,-115.0047,08/25/08,Shrubland,Shrubland,80-90,8.2
C-320691,12399,NV,35.7038,-114.7098,07/12/08,Shrubland,Shrubland,90-100,22.3
C-320592,12447,NV,39.5694,-119.7486,07/27/08,Shrubland,Shrubland,40-50,16.1
C-320564,12495,NV,37.8243,-118.2312,07/14/08,Shrubland,Shrubland,40-50,22.3
C-320530,12559,NV,41.2623,-118.1046,08/19/08,Shrubland,Shrubland,100-120,18.8
C-320671,12623,NV,40.5136,-116.9102,08/11/08,Shrubland,Shrubland,70-80,22.7
C-320577,12655,NV,38.3514,-115.0911,07/17/08,Shrubland,Shrubland,70-80,12.6
C-320642,12815,NV,41.9014,-116.2657,08/22/08,Shrubland,Shrubland,95-112,18.2
C-320704,12847,NV,36.7373,-114.7308,07/08/08,Shrubland,Shrubland,108-130,14.5
C-320665,12879,NV,40.9505,-117.8492,08/11/08,Shrubland,Shrubland,100-115,20.9
C-320600,12911,NV,38.8249,-117.1904,07/29/08,Shrubland,Shrubland,60-70,23.7
C-320674,12943,NV,41.6676,-114.9934,08/25/08,Shrubland,Shrubland,100-120,19
C-320681,12959,NV,40.6299,-118.8764,08/15/08,Shrubland,Shrubland,100-119,11.1
C-320538,13023,NV,37.0627,-114.5569,07/08/08,Shrubland,Shrubland,100-125,19.8
C-320576,13135,NV,39.7565,-117.2018,08/13/08,Shrubland,Shrubland,60-70,20
C-320526,13167,NV,36.7689,-116.6848,07/13/08,Shrubland,Shrubland,10-24,18.5
C-300577,161,NY,42.5057,-75.096,09/19/07,Forested Upland,Mixed Forest,Not recorded,19.8
C-300527,361,NY,42.4779,-73.3779,09/18/07,Planted/Cultivated,Urban/Recreational Grasses,20-41,30.4
C-300548,500,NY,41.1616,-73.8869,09/18/07,Forested Upland,Evergreen Forest,20-30,99.5
C-300525,673,NY,43.6094,-75.4808,09/16/07,Forested Upland,Evergreen Forest,18-36,15.2
C-300596,828,NY,42.5113,-78.3916,09/07/07,Planted/Cultivated,Fallow,91-107,20.8
C-300575,865,NY,43.0627,-78.7761,09/11/07,Planted/Cultivated,Fallow,97-107,9.8
C-300573,1185,NY,43.0937,-75.3974,09/17/07,Planted/Cultivated,Fallow,25-33,28
C-300529,1441,NY,44.307,-75.734,09/13/07,Forested Upland,Mixed Forest,15-25,13.6
C-300593,1532,NY,42.3907,-77.4642,09/08/07,Planted/Cultivated,Row Crops,41-56,15
N.S.,1641,NY,43.5623,-73.6524,09/16/07,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-300494,1852,NY,42.2602,-79.2153,09/07/07,Planted/Cultivated,Row Crops,51-61,17.6
C-300503,1889,NY,43.1885,-78.0166,09/10/07,Planted/Cultivated,Fallow,56-66,10.8
C-300513,2209,NY,42.5169,-75.6677,09/19/07,Forested Upland,Evergreen Forest,10-30,15.7
C-300531,2465,NY,44.2119,-75.1991,09/13/07,Forested Upland,Deciduous Forest,15-25,17.3
C-300523,2913,NY,42.9672,-77.2031,09/10/07,Planted/Cultivated,Row Crops,66-79,12.2
C-300564,3177,NY,42.0929,-73.706,09/18/07,Forested Upland,Deciduous Forest,10-18,31.5
C-300576,3489,NY,43.4076,-74.258,09/17/07,Forested Upland,Mixed Forest,Not recorded,17
C-300542,3617,NY,44.4925,-73.9551,09/13/07,Forested Upland,Deciduous Forest,15-25,10.8
C-300509,3644,NY,42.3557,-78.6793,09/07/07,Planted/Cultivated,Fallow,64-74,15.9
C-300506,3937,NY,42.5159,-76.3353,09/10/07,Planted/Cultivated,Row Crops,86-104,13.9
C-300590,4257,NY,42.1458,-74.4942,09/19/07,Forested Upland,Deciduous Forest,18-28,28.5
C-300519,4457,NY,42.851,-73.3469,09/17/07,Forested Upland,Mixed Forest,18-30,29.2
C-300511,4513,NY,43.8026,-75.8344,09/12/07,Forested Upland,Evergreen Forest,41-51,14.9
C-300501,4769,NY,43.3958,-74.7996,09/17/07,Forested Upland,Evergreen Forest,20-38,20.4
C-300516,4924,NY,42.4486,-77.7549,09/08/07,Planted/Cultivated,Fallow,38-46,13.9
C-300496,4961,NY,43.3026,-78.495,09/11/07,Planted/Cultivated,Small Grains,53-64,7.9
C-300552,5281,NY,43.2543,-75.0213,09/17/07,Forested Upland,Mixed Forest,Not recorded,11.1
C-300588,5537,NY,44.5609,-75.6884,09/13/07,Forested Upland,Deciduous Forest,25-30,14.8
C-300574,5620,NY,41.4234,-74.0015,09/18/07,Planted/Cultivated,Urban/Recreational Grasses,13-28,410
C-300566,5628,NY,42.4512,-77.0448,09/08/07,Planted/Cultivated,Row Crops,46-56,21.1
C-300556,5737,NY,43.4463,-73.4509,09/16/07,Forested Upland,Deciduous Forest,20-30,17.4
C-300589,5985,NY,43.2821,-76.7435,09/10/07,Planted/Cultivated,Row Crops,71-86,7.5
C-300495,6305,NY,43.0339,-74.4681,09/17/07,Forested Upland,Deciduous Forest,38-51,16.7
C-300526,6561,NY,44.1387,-74.9111,09/13/07,Forested Upland,Deciduous Forest,15-25,15.9
C-300570,7009,NY,43.444,-76.0362,09/12/07,Forested Upland,Deciduous Forest,15-25,8.8
C-300555,7585,NY,43.9696,-74.2136,09/16/07,Forested Upland,Mixed Forest,20-36,20.1
C-300498,7676,NY,42.3177,-76.4767,09/08/07,Forested Upland,Mixed Forest,>36,23.7
C-300522,7713,NY,44.6273,-73.4906,09/14/07,Planted/Cultivated,Row Crops,30-66,13.8
C-300546,7740,NY,42.8864,-78.6437,09/11/07,Forested Upland,Mixed Forest,66-74,14.3
C-300584,8033,NY,42.7008,-76.419,09/10/07,Forested Upland,Deciduous Forest,46-56,24.9
C-300585,8353,NY,42.4383,-74.4567,09/19/07,Forested Upland,Mixed Forest,25-33,15.9
C-300532,8553,NY,42.6024,-74.2963,09/19/07,Forested Upland,Mixed Forest,8-15,22
C-300500,8609,NY,43.9345,-75.4768,09/12/07,Forested Upland,Mixed Forest,25-36,16.1
C-300504,8865,NY,43.7503,-74.9076,09/16/07,Shrubland,Shrubland,Not recorded,21.1
C-300565,9001,NY,44.3524,-73.3638,09/14/07,Forested Upland,Mixed Forest,53-66,5.8
C-300562,9020,NY,42.0428,-78.7207,09/07/07,Forested Upland,Mixed Forest,117-130,21.3
C-300524,9057,NY,43.2241,-77.4679,09/10/07,Forested Upland,Deciduous Forest,81-91,8.7
C-300554,9377,NY,42.856,-75.616,09/19/07,Planted/Cultivated,Row Crops,10-15,28.1
C-300598,9633,NY,44.3014,-75.3588,09/13/07,Forested Upland,Deciduous Forest,15-23,23.7
C-300557,9716,NY,41.8576,-73.9292,09/18/07,Forested Upland,Mixed Forest,23-38,45.2
C-300512,9724,NY,42.1089,-77.369,09/08/07,Planted/Cultivated,Row Crops,30-33,11.9
C-300533,9833,NY,43.2502,-73.8632,09/16/07,Forested Upland,Deciduous Forest,20-30,42.5
C-300517,10081,NY,42.855,-77.1151,09/10/07,Planted/Cultivated,Pasture/Hay,Not recorded,10.2
C-300547,10345,NY,42.3737,-74.2319,09/19/07,Forested Upland,Deciduous Forest,25-38,66.3
C-300502,10401,NY,43.1784,-74.5778,09/17/07,Forested Upland,Deciduous Forest,23-41,19.8
C-300595,10657,NY,43.5758,-74.4413,09/17/07,Forested Upland,Mixed Forest,23-46,16.2
C-300530,11105,NY,43.3798,-75.6057,09/16/07,Planted/Cultivated,Urban/Recreational Grasses,23-36,12.3
C-300543,11508,NY,41.2532,-74.0659,09/18/07,Forested Upland,Evergreen Forest,15-30,31.6
C-300518,11516,NY,41.9284,-74.9001,09/19/07,Forested Upland,Mixed Forest,30-46,31
C-300560,11681,NY,44.2428,-74.0612,09/13/07,Forested Upland,Mixed Forest,15-28,12.6
C-300579,11772,NY,42.3222,-76.5852,09/08/07,Planted/Cultivated,Row Crops,64-76,13.3
C-300534,11809,NY,44.6091,-75.053,09/08/07,Forested Upland,Evergreen Forest,15-23,13.3
C-300586,11881,NY,44.1881,-73.5092,09/14/07,Forested Upland,Mixed Forest,18-25,12.2
C-300535,12129,NY,42.8118,-76.1809,09/10/07,Planted/Cultivated,Fallow,56-66,16.1
C-300561,12449,NY,43.4192,-75.4698,09/16/07,Forested Upland,Deciduous Forest,18-38,14.3
C-300497,12649,NY,42.4959,-73.535,09/18/07,Forested Upland,Mixed Forest,23-33,17.7
C-300567,12705,NY,43.6632,-75.9987,09/20/07,Forested Upland,Mixed Forest,10-15,9.7
C-300505,12788,NY,41.4668,-73.823,09/18/07,Forested Upland,Mixed Forest,15-30,66.7
C-300553,12796,NY,42.1694,-77.7535,09/08/07,Planted/Cultivated,Fallow,56-69,13.7
C-300520,12961,NY,43.8166,-75.4526,09/12/07,Forested Upland,Mixed Forest,25-69,14.8
C-300510,13116,NY,42.0468,-79.3681,09/07/07,Forested Upland,Evergreen Forest,61-69,18.9
C-300563,13153,NY,43.0398,-77.9665,09/10/07,Planted/Cultivated,Fallow,53-61,19.2
C-350068,16,OH,40.8325,-83.7772,06/26/10,Planted/Cultivated,Row Crops,105-120,18.5
C-350069,272,OH,40.3139,-81.6127,06/23/10,Planted/Cultivated,Pasture/Hay,100-115,38
C-350070,380,OH,39.6019,-81.795,06/23/10,Forested Upland,Deciduous Forest,105-120,22.1
C-350071,636,OH,40.9034,-81.2993,06/25/10,Herbaceous Upland,Grasslands/Herbaceous,55-65,18.4
C-350072,684,OH,38.7885,-83.1691,06/20/10,Forested Upland,Deciduous Forest,80-100,16
C-350073,764,OH,39.0328,-82.2806,06/21/10,Planted/Cultivated,Pasture/Hay,70-90,20
C-350075,1020,OH,39.307,-84.5248,06/18/10,Forested Upland,Deciduous Forest,85-100,13
C-350076,1040,OH,41.2379,-84.2151,06/29/10,Planted/Cultivated,Row Crops,105-120,15.7
C-350077,1296,OH,40.5335,-82.949,06/25/10,Barren,Transitional,105-120,18.1
C-350078,1788,OH,39.336,-83.0427,06/22/10,Planted/Cultivated,Pasture/Hay,70-80,29.2
C-350079,2044,OH,39.1773,-83.9862,06/19/10,Planted/Cultivated,Pasture/Hay,105-120,27.2
C-350080,2064,OH,40.8122,-82.8454,06/25/10,Developed,Low Intensity Residential,105-120,20.4
C-350081,2128,OH,41.1697,-81.4764,07/02/10,Developed,Low Intensity Residential,70-80,44.9
C-350082,2640,OH,41.5319,-83.7171,06/30/10,Forested Upland,Deciduous Forest,110-120,16
C-350083,2812,OH,39.862,-82.974,06/27/10,Planted/Cultivated,Small Grains,100-115,22.8
C-350084,3068,OH,39.7327,-83.4265,06/27/10,Developed,Low Intensity Residential,100-115,21.5
C-350086,3088,OH,40.7874,-81.9566,06/25/10,Developed,Low Intensity Residential,95-110,49.8
C-350087,3152,OH,41.2784,-82.3237,07/02/10,Forested Upland,Deciduous Forest,110-120,16.2
C-350088,3500,OH,38.8035,-82.4824,06/20/10,Forested Upland,Mixed Forest,105-120,23.4
C-350089,3836,OH,39.7327,-82.1143,06/23/10,Forested Upland,Mixed Forest,45-60,16.2
C-350090,4092,OH,40.4983,-84.503,06/28/10,Planted/Cultivated,Small Grains,105-120,14.6
C-350091,4112,OH,40.2972,-83.7985,06/26/10,Planted/Cultivated,Row Crops,60-75,15
C-350092,4368,OH,40.1551,-83.1536,06/27/10,Forested Upland,Deciduous Forest,95-110,16.8
C-350041,4476,OH,39.5995,-81.3467,06/23/10,Forested Upland,Deciduous Forest,75-90,18
C-350042,4668,OH,41.7714,-81.1693,07/03/10,Developed,Low Intensity Residential,40-55,11.2
C-350043,4732,OH,40.6827,-80.7707,07/03/10,Forested Upland,Deciduous Forest,55-65,21.6
C-350044,4860,OH,39.1709,-82.6531,06/21/10,Planted/Cultivated,Pasture/Hay,100-120,12.2
C-350045,5116,OH,40.1366,-84.6727,06/28/10,Developed,Low Intensity Residential,105-120,15
C-350046,5136,OH,41.0858,-84.0226,06/29/10,Planted/Cultivated,Row Crops,105-120,18.1
C-350047,5884,OH,39.3215,-82.6723,06/22/10,Forested Upland,Deciduous Forest,105-115,14.8
C-350048,6140,OH,39.3409,-83.7015,06/19/10,Herbaceous Upland,Grasslands/Herbaceous,90-110,16.3
C-350050,6160,OH,41.1699,-82.2517,07/02/10,Developed,Low Intensity Residential,105-120,16.4
C-350051,6224,OH,41.411,-81.7533,07/03/10,Forested Upland,Deciduous Forest,65-75,17
C-350052,6416,OH,41.2441,-84.8028,06/29/10,Planted/Cultivated,Row Crops,100-115,19.6
C-350053,6524,OH,40.0718,-81.2417,06/24/10,Developed,Low Intensity Residential,75-90,20.4
C-350054,6736,OH,41.4631,-83.2989,06/30/10,Planted/Cultivated,Row Crops,110-120,18.5
C-350055,6908,OH,39.7261,-83.2184,06/27/10,Planted/Cultivated,Small Grains,105-120,12.3
C-350057,7164,OH,39.9656,-83.4528,06/27/10,Planted/Cultivated,Row Crops,105-120,21.2
C-350058,7184,OH,41.0347,-81.6154,07/02/10,Developed,Low Intensity Residential,80-90,20.7
C-350059,7340,OH,38.781,-83.7566,06/19/10,Forested Upland,Deciduous Forest,105-120,27.5
C-350060,7484,OH,41.4904,-80.7157,07/03/10,Planted/Cultivated,Row Crops,100-115,18.9
C-350061,7596,OH,38.7739,-82.2943,06/20/10,Forested Upland,Deciduous Forest,105-120,20.3
C-350062,7932,OH,39.4586,-82.1883,06/23/10,Forested Upland,Deciduous Forest,105-120,15.5
C-350063,8188,OH,40.6121,-84.0109,06/26/10,Planted/Cultivated,Pasture/Hay,95-110,13.5
C-350064,8208,OH,40.5613,-83.2094,06/26/10,Planted/Cultivated,Row Crops,105-115,19.3
C-350065,8464,OH,40.524,-82.6389,06/25/10,Planted/Cultivated,Pasture/Hay,105-120,21.2
C-350015,8828,OH,40.6888,-81.2726,06/24/10,Developed,Low Intensity Residential,105-120,20.5
C-350016,8956,OH,39.1473,-82.6174,06/21/10,Developed,Low Intensity Residential,105-125,15.8
C-350017,9212,OH,40.0284,-84.1219,06/28/10,Planted/Cultivated,Pasture/Hay,100-115,11.9
C-350018,9232,OH,41.1465,-83.8596,06/29/10,Planted/Cultivated,Row Crops,105-120,16.5
C-350020,9980,OH,39.1618,-83.1032,06/21/10,Developed,Low Intensity Residential,95-110,26.3
C-350021,10236,OH,39.1419,-83.674,06/19/10,Planted/Cultivated,Pasture/Hay,105-120,19.6
C-350022,10256,OH,41.1323,-82.9367,06/30/10,Planted/Cultivated,Row Crops,105-120,17.4
C-350023,10320,OH,41.2919,-81.8018,07/02/10,Developed,Low Intensity Residential,95-110,18.2
C-350024,10512,OH,41.2688,-84.7284,06/29/10,Planted/Cultivated,Row Crops,105-120,20.4
C-350025,10620,OH,40.3849,-81.5106,06/24/10,Forested Upland,Deciduous Forest,100-115,21
C-350026,10668,OH,38.5523,-82.5565,06/20/10,Planted/Cultivated,Pasture/Hay,95-110,26.9
C-350027,10832,OH,41.3719,-83.1374,06/30/10,Planted/Cultivated,Row Crops,105-120,26.2
C-350028,11004,OH,39.6636,-82.2995,06/23/10,Forested Upland,Deciduous Forest,65-80,15.2
C-350030,11260,OH,39.9348,-83.9955,06/28/10,Developed,Low Intensity Residential,105-120,22.4
C-350031,11280,OH,40.0498,-81.7219,06/24/10,Forested Upland,Deciduous Forest,105-120,22.4
C-350032,11436,OH,38.9147,-83.9091,06/19/10,Planted/Cultivated,Pasture/Hay,105-120,24.3
C-350033,11536,OH,40.5599,-84.6905,06/28/10,Planted/Cultivated,Row Crops,105-120,14.8
C-350034,11580,OH,41.0968,-80.8135,07/03/10,Forested Upland,Mixed Forest,105-120,15.1
C-350035,11644,OH,39.7979,-80.8583,06/23/10,Developed,Low Intensity Residential,70-90,51.8
C-350036,12284,OH,41.0995,-83.2998,06/30/10,Planted/Cultivated,Row Crops,105-120,17.1
C-350037,12304,OH,40.335,-83.4167,06/26/10,Planted/Cultivated,Row Crops,105-120,19.6
C-350038,12560,OH,40.1668,-82.5646,07/04/10,Planted/Cultivated,Pasture/Hay,70-80,19.1
C-350039,13052,OH,39.2527,-82.133,07/04/10,Planted/Cultivated,Urban/Recreational Grasses,105-120,21.7
C-326269,40,OK,36.0402,-98.7935,03/26/09,Planted/Cultivated,Pasture/Hay,80-100,9.6
C-326262,360,OK,36.7692,-94.9279,03/21/09,Planted/Cultivated,Pasture/Hay,60-100,16.6
C-326283,376,OK,34.5704,-97.3883,03/28/09,Planted/Cultivated,Urban/Recreational Grasses,50-100,6.6
C-327809,504,OK,34.1512,-96.8901,03/20/09,Planted/Cultivated,Pasture/Hay,70-100,6.1
C-326775,552,OK,35.6937,-97.2839,03/25/09,Planted/Cultivated,Urban/Recreational Grasses,80-110,10.9
C-327646,632,OK,34.6385,-99.5081,03/27/09,Planted/Cultivated,Pasture/Hay,50-100,10.9
C-326743,760,OK,34.7393,-96.1791,03/20/09,Planted/Cultivated,Pasture/Hay,80-100,13.4
C-326258,808,OK,36.1394,-94.5744,03/21/09,Forested Upland,Deciduous Forest,40-50,14.6
C-326265,875,OK,36.8315,-100.5172,03/31/09,Planted/Cultivated,Pasture/Hay,40-100,8.8
C-326300,1064,OK,36.472,-99.0347,03/26/09,Planted/Cultivated,Pasture/Hay,80-100,8.8
C-327812,1272,OK,34.2828,-94.8207,03/19/09,Forested Upland,Evergreen Forest,10-50,16.4
C-326762,1320,OK,36.6917,-98.2016,03/25/09,Planted/Cultivated,Small Grains,80-100,10.1
C-326274,1400,OK,35.331,-98.2945,03/30/09,Planted/Cultivated,Pasture/Hay,50-100,11.8
C-326298,1576,OK,35.5957,-95.8203,03/24/09,Planted/Cultivated,Small Grains,30-100,19.7
C-326295,1643,OK,36.5671,-102.7151,04/01/09,Herbaceous Upland,Grasslands/Herbaceous,40-100,10.1
C-326292,1656,OK,34.2186,-98.7352,03/27/09,Planted/Cultivated,Pasture/Hay,30-100,16.5
C-327653,1784,OK,34.6899,-97.0362,03/28/09,Planted/Cultivated,Urban/Recreational Grasses,80-100,9.7
C-326277,1832,OK,36.1309,-95.6039,03/24/09,Planted/Cultivated,Pasture/Hay,0-100,12
C-326302,1976,OK,34.6682,-94.6499,03/20/09,Forested Upland,Evergreen Forest,5-20,13.4
C-327818,2296,OK,34.0263,-95.684,03/19/09,Planted/Cultivated,Pasture/Hay,60-100,19.5
C-326275,2344,OK,36.4039,-97.9976,03/25/09,Non-Natural Woody,Orchards/Vineyards/Tree Farm,80-110,13
C-326776,2424,OK,35.4228,-99.46,03/31/09,Planted/Cultivated,Pasture/Hay,100-120,10
C-327820,2552,OK,34.1515,-95.9041,03/19/09,Planted/Cultivated,Urban/Recreational Grasses,60-100,19.9
C-326250,2600,OK,35.6957,-96.7045,03/24/09,Planted/Cultivated,Pasture/Hay,90-120,9.1
C-326777,2856,OK,35.6479,-95.0449,03/21/09,Forested Upland,Deciduous Forest,60-100,21.3
C-326293,3000,OK,35.1991,-95.1022,03/20/09,Planted/Cultivated,Pasture/Hay,70-100,31.9
C-326772,3192,OK,35.2713,-97.2664,03/28/09,Planted/Cultivated,Urban/Recreational Grasses,40-100,9.5
C-326756,3368,OK,36.1839,-98.0856,03/25/09,Planted/Cultivated,Row Crops,60-100,11.7
C-326748,3448,OK,35.3495,-98.6884,03/30/09,Herbaceous Upland,Grasslands/Herbaceous,50-100,11.9
C-326305,3576,OK,35.5367,-96.7372,03/24/09,Planted/Cultivated,Pasture/Hay,45-50,12.2
C-326282,3624,OK,36.3905,-96.7618,03/25/09,Planted/Cultivated,Pasture/Hay,70-100,17.3
C-326251,3691,OK,36.9508,-100.9631,03/31/09,Planted/Cultivated,Pasture/Hay,70-100,12.3
C-326749,3880,OK,36.9045,-97.0551,03/22/09,Planted/Cultivated,Pasture/Hay,70-100,16.8
C-326774,4024,OK,34.3365,-95.5012,03/19/09,Planted/Cultivated,Pasture/Hay,80-100,28.4
C-326296,4056,OK,36.0489,-99.9234,03/31/09,Herbaceous Upland,Grasslands/Herbaceous,20-100,10.8
C-326266,4136,OK,35.7858,-99.2269,03/31/09,Planted/Cultivated,Pasture/Hay,100-120,7.8
C-326778,4200,OK,36.8974,-95.8745,03/21/09,Planted/Cultivated,Pasture/Hay,80-110,12.8
C-326307,4203,OK,36.9707,-102.8321,04/01/09,Herbaceous Upland,Grasslands/Herbaceous,20-50,6.8
C-326740,4456,OK,36.9573,-94.8072,03/21/09,Planted/Cultivated,Pasture/Hay,40-100,21.4
C-327816,4472,OK,34.5549,-98.2814,03/27/09,Planted/Cultivated,Pasture/Hay,75-100,14.7
C-327807,4600,OK,33.9376,-96.6416,03/19/09,Planted/Cultivated,Pasture/Hay,20-100,12.8
C-327649,4648,OK,36.5505,-96.1086,03/22/09,Planted/Cultivated,Urban/Recreational Grasses,30-40,7.1
C-327655,4728,OK,34.7338,-99.2296,03/27/09,Planted/Cultivated,Urban/Recreational Grasses,60-100,10.8
C-326256,4856,OK,34.5132,-95.8996,03/20/09,Forested Upland,Evergreen Forest,5-55,19.1
C-326769,4904,OK,35.9448,-95.5934,03/24/09,Planted/Cultivated,Urban/Recreational Grasses,60-100,16.1
C-326306,5160,OK,36.2302,-98.908,03/26/09,Planted/Cultivated,Pasture/Hay,40-100,9.8
C-326764,5416,OK,36.798,-98.6129,03/26/09,Planted/Cultivated,Pasture/Hay,80-100,12.5
C-327647,5496,OK,35.0732,-98.0413,03/28/09,Planted/Cultivated,Pasture/Hay,80-95,10.2
C-326304,5672,OK,36.0495,-95.8338,03/24/09,Planted/Cultivated,Urban/Recreational Grasses,40-100,12.1
C-327645,5880,OK,34.5768,-97.2121,03/28/09,Planted/Cultivated,Pasture/Hay,50-100,15.3
C-326264,5928,OK,36.6279,-95.6936,03/21/09,Planted/Cultivated,Pasture/Hay,100-120,7.6
C-326259,6008,OK,34.0145,-97.9461,03/27/09,Planted/Cultivated,Pasture/Hay,80-100,14.2
C-327815,6072,OK,34.3904,-94.6522,03/19/09,Forested Upland,Mixed Forest,40-50,20.6
C-326253,6440,OK,36.5639,-97.204,03/22/09,Planted/Cultivated,Small Grains,80-100,17
C-326741,6520,OK,35.229,-99.876,03/31/09,Planted/Cultivated,Pasture/Hay,80-100,11.3
C-327819,6648,OK,34.0997,-96.3342,03/19/09,Planted/Cultivated,Pasture/Hay,70-100,20.9
C-326284,6696,OK,35.95,-97.102,03/25/09,Planted/Cultivated,Small Grains,20-100,12.7
C-326286,6952,OK,36.0467,-94.6399,03/21/09,Planted/Cultivated,Pasture/Hay,0-10,14.4
C-326757,7032,OK,34.2033,-98.4384,03/27/09,Planted/Cultivated,Pasture/Hay,15-100,24.5
C-326290,7096,OK,35.3336,-95.5464,03/24/09,Planted/Cultivated,Urban/Recreational Grasses,30-100,7.5
C-326735,7208,OK,36.981,-98.8807,03/26/09,Planted/Cultivated,Pasture/Hay,80-100,11.2
C-326260,7272,OK,36.8939,-95.3409,03/21/09,Planted/Cultivated,Pasture/Hay,20-50,40.9
C-327654,7288,OK,35.3908,-97.6496,03/28/09,Planted/Cultivated,Pasture/Hay,60-100,15.7
C-326753,7464,OK,35.9141,-97.532,03/25/09,Planted/Cultivated,Pasture/Hay,90-110,9.4
C-326755,7544,OK,35.0163,-98.7382,03/30/09,Planted/Cultivated,Fallow,60-100,52.4
C-326744,7672,OK,35.4075,-95.871,03/24/09,Planted/Cultivated,Pasture/Hay,30-100,21.8
C-326299,7720,OK,36.4193,-96.9928,03/25/09,Planted/Cultivated,Pasture/Hay,80-100,19.9
C-326301,8120,OK,34.8216,-95.6079,03/20/09,Planted/Cultivated,Pasture/Hay,60-100,15.9
C-326746,8152,OK,36.4061,-99.478,03/26/09,Shrubland,Shrubland,40-100,5.9
C-326280,8232,OK,35.6959,-98.7748,03/30/09,Planted/Cultivated,Pasture/Hay,90-110,10.4
C-326758,8299,OK,36.9357,-102.5176,04/01/09,Herbaceous Upland,Grasslands/Herbaceous,60-100,15.8
C-327817,8568,OK,34.7361,-98.5222,03/27/09,Shrubland,Shrubland,60-100,18
C-326737,8744,OK,36.5885,-96.178,03/22/09,Planted/Cultivated,Pasture/Hay,70-100,9.9
C-326761,8824,OK,34.4531,-99.29,03/27/09,Planted/Cultivated,Pasture/Hay,95-120,10.1
C-326276,8952,OK,34.7565,-96.0387,03/20/09,Planted/Cultivated,Pasture/Hay,70-100,12.8
C-326768,9000,OK,35.7661,-95.1912,03/21/09,Forested Upland,Deciduous Forest,30-100,15.3
C-326765,9256,OK,36.3107,-99.2828,03/26/09,Planted/Cultivated,Pasture/Hay,20-100,9.3
C-327806,9464,OK,34.0326,-95.554,03/19/09,Planted/Cultivated,Pasture/Hay,60-100,20.9
C-326751,9512,OK,36.4432,-98.2461,03/25/09,Planted/Cultivated,Pasture/Hay,30-100,13.6
C-326272,9592,OK,35.0471,-98.4435,03/30/09,Planted/Cultivated,Pasture/Hay,0-100,8.8
C-327813,9720,OK,33.9682,-96.1486,03/19/09,Planted/Cultivated,Pasture/Hay,10-100,12.6
C-326287,9768,OK,35.6957,-96.3104,03/24/09,Planted/Cultivated,Pasture/Hay,80-110,10
C-327814,9976,OK,34.3626,-96.5953,03/20/09,Herbaceous Upland,Grasslands/Herbaceous,0-10,20.4
C-326273,10024,OK,36.351,-95.023,03/21/09,Herbaceous Upland,Grasslands/Herbaceous,30-100,18.6
C-326263,10168,OK,35.1052,-94.6719,03/20/09,Forested Upland,Mixed Forest,40-50,16
C-326770,10360,OK,35.0826,-97.7019,03/28/09,Planted/Cultivated,Pasture/Hay,20-75,7.8
C-326733,10536,OK,35.7403,-98.3711,03/26/09,Planted/Cultivated,Urban/Recreational Grasses,80-150,9.9
C-326257,10616,OK,35.1086,-99.518,03/31/09,Planted/Cultivated,Pasture/Hay,60-150,8.5
C-327652,10744,OK,35.091,-97.012,03/28/09,Planted/Cultivated,Pasture/Hay,80-100,7.8
C-326779,10792,OK,35.6733,-97.0923,03/25/09,Planted/Cultivated,Pasture/Hay,20-100,13.2
C-326297,11048,OK,35.8119,-94.965,03/21/09,Herbaceous Upland,Grasslands/Herbaceous,10-30,18.3
C-326767,11128,OK,34.2092,-98.0718,03/27/09,Planted/Cultivated,Pasture/Hay,60-100,13.5
C-326281,11192,OK,35.0419,-95.4605,03/20/09,Planted/Cultivated,Pasture/Hay,60-100,19.9
C-326763,11224,OK,35.7979,-99.9449,03/31/09,Forested Upland,Mixed Forest,40-80,11.8
C-326754,11384,OK,34.8583,-97.6565,03/28/09,Herbaceous Upland,Grasslands/Herbaceous,50-100,12
C-326747,11560,OK,36.0377,-97.8665,03/25/09,Planted/Cultivated,Pasture/Hay,80-100,11.8
C-326734,11627,OK,36.6764,-101.5535,04/01/09,Planted/Cultivated,Pasture/Hay,80-100,11.5
C-326738,11640,OK,34.7242,-99.8424,03/27/09,Planted/Cultivated,Urban/Recreational Grasses,60-100,11.7
C-326745,11768,OK,35.4845,-96.2134,03/24/09,Planted/Cultivated,Pasture/Hay,10-100,15.5
C-326252,11883,OK,36.8406,-100.0547,03/31/09,Planted/Cultivated,Pasture/Hay,40-100,10.1
C-326285,12216,OK,34.4398,-95.3577,03/19/09,Planted/Cultivated,Pasture/Hay,60-100,16.6
C-326254,12248,OK,36.5207,-99.6238,03/26/09,Forested Upland,Mixed Forest,70-90,11.5
C-326291,12328,OK,36.7659,-98.7742,03/26/09,Planted/Cultivated,Pasture/Hay,80-100,9
C-326278,12392,OK,36.8688,-96.5384,03/22/09,Planted/Cultivated,Pasture/Hay,60-95,26
C-327811,12536,OK,34.0333,-95.086,03/19/09,Herbaceous Upland,Grasslands/Herbaceous,55-100,17.2
C-326270,12651,OK,36.6111,-100.5237,03/31/09,Forested Upland,Mixed Forest,60-100,17
